Country,Date,Label,Latitude,Longitude,Count,Type
臺灣,2022-3-24,臺灣,23.9739374,120.9820179,1,MentionType.PRIMARY
日本,2022-3-24,日本,36.5748441,139.2394179,3,MentionType.PRIMARY
Magyarország,2022-3-24,Magyarország,47.1817585,19.5060937,2,MentionType.PRIMARY
Česko,2022-3-24,Česko,49.8167003,15.4749544,3,MentionType.PRIMARY
Australia,2022-3-24,Australia,-24.7761086,134.755,2,MentionType.PRIMARY
Österreich,2022-3-24,Österreich,47.59397,14.12456,1,MentionType.PRIMARY
Canada,2022-3-24,Canada,61.0666922,-107.991707,2,MentionType.PRIMARY
Burkina Faso,2022-3-24,Burkina Faso,12.0753083,-1.6880314,1,MentionType.PRIMARY
ایران,2022-3-24,ایران,32.6475314,54.5643516,1,MentionType.PRIMARY
ישראל,2022-3-24,ישראל,31.5313113,34.8667654,1,MentionType.PRIMARY
Palestinian Territory,2022-3-24,Palestinian Territory,32.0254688,35.2888075,1,MentionType.PRIMARY
Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب,2022-3-24,Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب,31.1728205,-7.3362482,1,MentionType.PRIMARY
Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر,2022-3-24,Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر,28.0000272,2.9999825,1,MentionType.PRIMARY
تونس,2022-3-24,تونس,33.8439408,9.400138,1,MentionType.PRIMARY
اليمن,2022-3-24,اليمن,16.3471243,47.8915271,1,MentionType.PRIMARY
قطر,2022-3-24,قطر,25.3336984,51.2295295,1,MentionType.PRIMARY
Беларусь,2022-3-24,Беларусь,53.4250605,27.6971358,2,MentionType.PRIMARY
België / Belgique / Belgien,2022-3-24,België / Belgique / Belgien,50.6402809,4.6667145,5,MentionType.PRIMARY
Europe,2022-3-24,Europe,51.0,10.0,3,MentionType.PRIMARY
Indonesia,2022-3-24,Indonesia,-2.4833826,117.8902853,3,MentionType.PRIMARY
سوريا,2022-3-24,سوريا,34.6401861,39.0494106,1,MentionType.PRIMARY
조선민주주의인민공화국,2022-3-24,조선민주주의인민공화국,40.3736611,127.0870417,1,MentionType.PRIMARY
ኤርትራ Eritrea إرتريا,2022-3-24,ኤርትራ Eritrea إرتريا,15.9500319,37.9999668,1,MentionType.PRIMARY
中国,2022-3-24,中国,35.000074,104.999927,7,MentionType.PRIMARY
Italia,2022-3-24,Italia,42.6384261,12.674297,4,MentionType.PRIMARY
Kenya,2022-3-24,Kenya,1.4419683,38.4313975,2,MentionType.PRIMARY
Polska,2022-3-24,Polska,52.215933,19.134422,6,MentionType.PRIMARY
Türkiye,2022-3-24,Türkiye,38.9597594,34.9249653,4,MentionType.PRIMARY
Deutschland,2022-3-24,Deutschland,51.0834196,10.4234469,8,MentionType.PRIMARY
United Kingdom,2022-3-24,United Kingdom,54.7023545,-3.2765753,9,MentionType.PRIMARY
Россия,2022-3-24,Россия,64.6863136,97.7453061,10,MentionType.PRIMARY
Black Sea,2022-3-24,Black Sea,43.87280435,33.99381558677739,1,MentionType.PRIMARY
Україна,2022-3-24,Україна,49.4871968,31.2718321,30,MentionType.PRIMARY
Portugal,2022-3-24,Portugal,40.0332629,-7.8896263,2,MentionType.PRIMARY
United States,2022-3-24,United States,39.7837304,-100.445882,23,MentionType.PRIMARY
Australia,2022-3-23,Australia,-24.7761086,134.755,1,MentionType.PRIMARY
Nigeria,2022-3-23,Nigeria,9.6000359,7.9999721,1,MentionType.PRIMARY
South America,2022-3-23,South America,-21.0002179,-61.0006565,1,MentionType.PRIMARY
Ecuador,2022-3-23,Ecuador,-1.3397668,-79.3666965,2,MentionType.PRIMARY
Colombia,2022-3-23,Colombia,4.099917,-72.9088133,1,MentionType.PRIMARY
Brasil,2022-3-23,Brasil,-10.3333333,-53.2,1,MentionType.PRIMARY
España,2022-3-23,España,39.3260685,-4.8379791,1,MentionType.PRIMARY
ኢትዮጵያ,2022-3-23,ኢትዮጵያ,10.2116702,38.6521203,1,MentionType.PRIMARY
سوريا,2022-3-23,سوريا,34.6401861,39.0494106,2,MentionType.PRIMARY
ليبيا,2022-3-23,ليبيا,26.8234472,18.1236723,1,MentionType.PRIMARY
Moldova,2022-3-23,Moldova,47.2879608,28.5670941,1,MentionType.PRIMARY
조선민주주의인민공화국,2022-3-23,조선민주주의인민공화국,40.3736611,127.0870417,1,MentionType.PRIMARY
ኤርትራ Eritrea إرتريا,2022-3-23,ኤርትራ Eritrea إرتريا,15.9500319,37.9999668,1,MentionType.PRIMARY
Беларусь,2022-3-23,Беларусь,53.4250605,27.6971358,2,MentionType.PRIMARY
Северна Македонија,2022-3-23,Северна Македонија,41.6171214,21.7168387,1,MentionType.PRIMARY
Eesti,2022-3-23,Eesti,58.7523778,25.3319078,1,MentionType.PRIMARY
Lietuva,2022-3-23,Lietuva,55.3500003,23.7499997,1,MentionType.PRIMARY
Malawi,2022-3-23,Malawi,-13.2687204,33.9301963,1,MentionType.PRIMARY
Schweiz/Suisse/Svizzera/Svizra,2022-3-23,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736,1,MentionType.PRIMARY
ประเทศไทย,2022-3-23,ประเทศไทย,14.8971921,100.83273,1,MentionType.PRIMARY
Türkiye,2022-3-23,Türkiye,38.9597594,34.9249653,1,MentionType.PRIMARY
Azov Sea,2022-3-23,Azov Sea,46.196729,36.73570655151333,1,MentionType.PRIMARY
Sea Of Azov,2022-3-23,Sea Of Azov,46.196729,36.73570655151333,1,MentionType.PRIMARY
日本,2022-3-23,日本,36.5748441,139.2394179,2,MentionType.PRIMARY
Europe,2022-3-23,Europe,51.0,10.0,3,MentionType.PRIMARY
中国,2022-3-23,中国,35.000074,104.999927,4,MentionType.PRIMARY
Россия,2022-3-23,Россия,64.6863136,97.7453061,10,MentionType.PRIMARY
Suomi / Finland,2022-3-23,Suomi / Finland,63.2467777,25.9209164,1,MentionType.PRIMARY
Canada,2022-3-23,Canada,61.0666922,-107.991707,3,MentionType.PRIMARY
België / Belgique / Belgien,2022-3-23,België / Belgique / Belgien,50.6402809,4.6667145,7,MentionType.PRIMARY
Kenya,2022-3-23,Kenya,1.4419683,38.4313975,3,MentionType.PRIMARY
Italia,2022-3-23,Italia,42.6384261,12.674297,4,MentionType.PRIMARY
Norge,2022-3-23,Norge,60.5000209,9.0999715,2,MentionType.PRIMARY
Česko,2022-3-23,Česko,49.8167003,15.4749544,3,MentionType.PRIMARY
Бългaрия,2022-3-23,Бългaрия,42.6073975,25.4856617,3,MentionType.PRIMARY
Magyarország,2022-3-23,Magyarország,47.1817585,19.5060937,2,MentionType.PRIMARY
România,2022-3-23,România,45.9852129,24.6859225,3,MentionType.PRIMARY
Slovensko,2022-3-23,Slovensko,48.7411522,19.4528646,3,MentionType.PRIMARY
Black Sea,2022-3-23,Black Sea,43.87280435,33.99381558677739,3,MentionType.PRIMARY
Polska,2022-3-23,Polska,52.215933,19.134422,4,MentionType.PRIMARY
France,2022-3-23,France,46.603354,1.8883335,5,MentionType.PRIMARY
Indonesia,2022-3-23,Indonesia,-2.4833826,117.8902853,5,MentionType.PRIMARY
افغانستان,2022-3-23,افغانستان,33.7680065,66.2385139,1,MentionType.PRIMARY
Тоҷикистон,2022-3-23,Тоҷикистон,38.6281733,70.8156541,1,MentionType.PRIMARY
Latvija,2022-3-23,Latvija,56.8406494,24.7537645,2,MentionType.PRIMARY
United States,2022-3-23,United States,39.7837304,-100.445882,26,MentionType.PRIMARY
United Kingdom,2022-3-23,United Kingdom,54.7023545,-3.2765753,10,MentionType.PRIMARY
Deutschland,2022-3-23,Deutschland,51.0834196,10.4234469,5,MentionType.PRIMARY
Portugal,2022-3-23,Portugal,40.0332629,-7.8896263,2,MentionType.PRIMARY
Україна,2022-3-23,Україна,49.4871968,31.2718321,29,MentionType.PRIMARY
مصر,2022-3-15,مصر,26.2540493,29.2675469,1,MentionType.PRIMARY
Κύπρος - Kıbrıs,2022-3-15,Κύπρος - Kıbrıs,34.9823018,33.1451285,1,MentionType.PRIMARY
Pilipinas / Philippines,2022-3-15,Pilipinas / Philippines,12.7503486,122.7312101,1,MentionType.PRIMARY
México,2022-3-15,México,23.6585116,-102.0077097,1,MentionType.PRIMARY
Éire / Ireland,2022-3-15,Éire / Ireland,52.865196,-7.9794599,1,MentionType.PRIMARY
Australia,2022-3-15,Australia,-24.7761086,134.755,2,MentionType.PRIMARY
Italia,2022-3-15,Italia,42.6384261,12.674297,2,MentionType.PRIMARY
日本,2022-3-15,日本,36.5748441,139.2394179,1,MentionType.PRIMARY
Kenya,2022-3-15,Kenya,1.4419683,38.4313975,1,MentionType.PRIMARY
پاکستان,2022-3-15,پاکستان,30.3308401,71.247499,1,MentionType.PRIMARY
Moldova,2022-3-15,Moldova,47.2879608,28.5670941,1,MentionType.PRIMARY
Chile,2022-3-15,Chile,-31.7613365,-71.3187697,1,MentionType.PRIMARY
Հայաստան,2022-3-15,Հայաստան,40.7696272,44.6736646,1,MentionType.PRIMARY
سوريا,2022-3-15,سوريا,34.6401861,39.0494106,1,MentionType.PRIMARY
Северна Македонија,2022-3-15,Северна Македонија,41.6171214,21.7168387,1,MentionType.PRIMARY
Bosna i Hercegovina / Босна и Херцеговина,2022-3-15,Bosna i Hercegovina / Босна и Херцеговина,44.3053476,17.5961467,1,MentionType.PRIMARY
4Th Russian,2022-3-15,4Th Russian,61.2187585,-149.8007104,1,MentionType.PRIMARY
السعودية,2022-3-15,السعودية,25.6242618,42.3528328,3,MentionType.PRIMARY
الإمارات العربية المتحدة,2022-3-15,الإمارات العربية المتحدة,24.0002488,53.9994829,2,MentionType.PRIMARY
Black Sea,2022-3-15,Black Sea,43.87280435,33.99381558677739,1,MentionType.PRIMARY
تونس,2022-3-15,تونس,33.8439408,9.400138,1,MentionType.PRIMARY
اليمن,2022-3-15,اليمن,16.3471243,47.8915271,1,MentionType.PRIMARY
قطر,2022-3-15,قطر,25.3336984,51.2295295,1,MentionType.PRIMARY
Ecuador,2022-3-15,Ecuador,-1.3397668,-79.3666965,1,MentionType.PRIMARY
Europe,2022-3-15,Europe,51.0,10.0,3,MentionType.PRIMARY
Österreich,2022-3-15,Österreich,47.59397,14.12456,3,MentionType.PRIMARY
Polska,2022-3-15,Polska,52.215933,19.134422,3,MentionType.PRIMARY
Беларусь,2022-3-15,Беларусь,53.4250605,27.6971358,2,MentionType.PRIMARY
ایران,2022-3-15,ایران,32.6475314,54.5643516,2,MentionType.PRIMARY
Canada,2022-3-15,Canada,61.0666922,-107.991707,4,MentionType.PRIMARY
臺灣,2022-3-15,臺灣,23.9739374,120.9820179,3,MentionType.PRIMARY
中国,2022-3-15,中国,35.000074,104.999927,4,MentionType.PRIMARY
België / Belgique / Belgien,2022-3-15,België / Belgique / Belgien,50.6402809,4.6667145,5,MentionType.PRIMARY
France,2022-3-15,France,46.603354,1.8883335,3,MentionType.PRIMARY
Nederland,2022-3-15,Nederland,52.15517,5.38721,4,MentionType.PRIMARY
Norge,2022-3-15,Norge,60.5000209,9.0999715,2,MentionType.PRIMARY
Türkiye,2022-3-15,Türkiye,38.9597594,34.9249653,3,MentionType.PRIMARY
Deutschland,2022-3-15,Deutschland,51.0834196,10.4234469,5,MentionType.PRIMARY
España,2022-3-15,España,39.3260685,-4.8379791,1,MentionType.PRIMARY
Slovenija,2022-3-15,Slovenija,45.8133113,14.4808369,3,MentionType.PRIMARY
Sverige,2022-3-15,Sverige,59.6749712,14.5208584,2,MentionType.PRIMARY
Suomi / Finland,2022-3-15,Suomi / Finland,63.2467777,25.9209164,2,MentionType.PRIMARY
Россия,2022-3-15,Россия,64.6863136,97.7453061,10,MentionType.PRIMARY
România,2022-3-15,România,45.9852129,24.6859225,5,MentionType.PRIMARY
Portugal,2022-3-15,Portugal,40.0332629,-7.8896263,5,MentionType.PRIMARY
Česko,2022-3-15,Česko,49.8167003,15.4749544,5,MentionType.PRIMARY
ישראל,2022-3-15,ישראל,31.5313113,34.8667654,2,MentionType.PRIMARY
United States,2022-3-15,United States,39.7837304,-100.445882,23,MentionType.PRIMARY
Україна,2022-3-15,Україна,49.4871968,31.2718321,24,MentionType.PRIMARY
Eesti,2022-3-15,Eesti,58.7523778,25.3319078,1,MentionType.PRIMARY
United Kingdom,2022-3-15,United Kingdom,54.7023545,-3.2765753,16,MentionType.PRIMARY
Magyarország,2022-3-15,Magyarország,47.1817585,19.5060937,1,MentionType.PRIMARY
Slovensko,2022-3-15,Slovensko,48.7411522,19.4528646,2,MentionType.PRIMARY
Portugal,2022-3-12,Portugal,40.0332629,-7.8896263,1,MentionType.PRIMARY
België / Belgique / Belgien,2022-3-12,België / Belgique / Belgien,50.6402809,4.6667145,1,MentionType.PRIMARY
Беларусь,2022-3-12,Беларусь,53.4250605,27.6971358,1,MentionType.PRIMARY
臺灣,2022-3-12,臺灣,23.9739374,120.9820179,1,MentionType.PRIMARY
ایران,2022-3-12,ایران,32.6475314,54.5643516,2,MentionType.PRIMARY
조선민주주의인민공화국,2022-3-12,조선민주주의인민공화국,40.3736611,127.0870417,1,MentionType.PRIMARY
Schweiz/Suisse/Svizzera/Svizra,2022-3-12,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736,1,MentionType.PRIMARY
Česko,2022-3-12,Česko,49.8167003,15.4749544,1,MentionType.PRIMARY
Ελλάς,2022-3-12,Ελλάς,38.9953683,21.9877132,1,MentionType.PRIMARY
Nepal,2022-3-12,Nepal,28.0385572,83.13732865224037,1,MentionType.PRIMARY
Civitas Vaticana - Città del Vaticano,2022-3-12,Civitas Vaticana - Città del Vaticano,41.903411,12.4528527,1,MentionType.PRIMARY
قطر,2022-3-12,قطر,25.3336984,51.2295295,1,MentionType.PRIMARY
United Kingdom,2022-3-12,United Kingdom,54.7023545,-3.2765753,5,MentionType.PRIMARY
Nederland,2022-3-12,Nederland,52.15517,5.38721,1,MentionType.PRIMARY
Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب,2022-3-12,Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب,31.1728205,-7.3362482,1,MentionType.PRIMARY
Sverige,2022-3-12,Sverige,59.6749712,14.5208584,1,MentionType.PRIMARY
Suomi / Finland,2022-3-12,Suomi / Finland,63.2467777,25.9209164,1,MentionType.PRIMARY
Black Sea,2022-3-12,Black Sea,43.87280435,33.99381558677739,1,MentionType.PRIMARY
México,2022-3-12,México,23.6585116,-102.0077097,1,MentionType.PRIMARY
تونس,2022-3-12,تونس,33.8439408,9.400138,1,MentionType.PRIMARY
Kenya,2022-3-12,Kenya,1.4419683,38.4313975,2,MentionType.PRIMARY
Italia,2022-3-12,Italia,42.6384261,12.674297,6,MentionType.PRIMARY
Кыргызстан,2022-3-12,Кыргызстан,41.5089324,74.724091,2,MentionType.PRIMARY
Россия,2022-3-12,Россия,64.6863136,97.7453061,11,MentionType.PRIMARY
ישראל,2022-3-12,ישראל,31.5313113,34.8667654,1,MentionType.PRIMARY
中国,2022-3-12,中国,35.000074,104.999927,4,MentionType.PRIMARY
Europe,2022-3-12,Europe,51.0,10.0,3,MentionType.PRIMARY
France,2022-3-12,France,46.603354,1.8883335,4,MentionType.PRIMARY
Pilipinas / Philippines,2022-3-12,Pilipinas / Philippines,12.7503486,122.7312101,1,MentionType.PRIMARY
Polska,2022-3-12,Polska,52.215933,19.134422,10,MentionType.PRIMARY
Deutschland,2022-3-12,Deutschland,51.0834196,10.4234469,5,MentionType.PRIMARY
România,2022-3-12,România,45.9852129,24.6859225,4,MentionType.PRIMARY
Türkiye,2022-3-12,Türkiye,38.9597594,34.9249653,4,MentionType.PRIMARY
Magyarország,2022-3-12,Magyarország,47.1817585,19.5060937,2,MentionType.PRIMARY
Moldova,2022-3-12,Moldova,47.2879608,28.5670941,4,MentionType.PRIMARY
Guatemala,2022-3-12,Guatemala,15.687100699999998,-90.12265453178017,1,MentionType.PRIMARY
United States,2022-3-12,United States,39.7837304,-100.445882,23,MentionType.PRIMARY
Україна,2022-3-12,Україна,49.4871968,31.2718321,30,MentionType.PRIMARY
Australia,2022-3-13,Australia,-24.7761086,134.755,1,MentionType.PRIMARY
New Zealand / Aotearoa,2022-3-13,New Zealand / Aotearoa,-41.5000831,172.8344077,1,MentionType.PRIMARY
Κύπρος - Kıbrıs,2022-3-13,Κύπρος - Kıbrıs,34.9823018,33.1451285,1,MentionType.PRIMARY
Moldova,2022-3-13,Moldova,47.2879608,28.5670941,2,MentionType.PRIMARY
Latvija,2022-3-13,Latvija,56.8406494,24.7537645,2,MentionType.PRIMARY
Éire / Ireland,2022-3-13,Éire / Ireland,52.865196,-7.9794599,2,MentionType.PRIMARY
Danmark,2022-3-13,Danmark,55.670249,10.3333283,1,MentionType.PRIMARY
Suomi / Finland,2022-3-13,Suomi / Finland,63.2467777,25.9209164,1,MentionType.PRIMARY
Eesti,2022-3-13,Eesti,58.7523778,25.3319078,1,MentionType.PRIMARY
Ísland,2022-3-13,Ísland,64.9841821,-18.1059013,1,MentionType.PRIMARY
Lietuva,2022-3-13,Lietuva,55.3500003,23.7499997,1,MentionType.PRIMARY
Sverige,2022-3-13,Sverige,59.6749712,14.5208584,1,MentionType.PRIMARY
Norge,2022-3-13,Norge,60.5000209,9.0999715,1,MentionType.PRIMARY
Grenada,2022-3-13,Grenada,12.1360374,-61.6904045,1,MentionType.PRIMARY
South Africa,2022-3-13,South Africa,-28.8166236,24.991639,1,MentionType.PRIMARY
Malaysia,2022-3-13,Malaysia,4.5693754,102.2656823,1,MentionType.PRIMARY
République démocratique du Congo,2022-3-13,République démocratique du Congo,-2.9814344,23.8222636,1,MentionType.PRIMARY
افغانستان,2022-3-13,افغانستان,33.7680065,66.2385139,1,MentionType.PRIMARY
Ayiti,2022-3-13,Ayiti,19.1399952,-72.3570972,1,MentionType.PRIMARY
مصر,2022-3-13,مصر,26.2540493,29.2675469,1,MentionType.PRIMARY
ليبيا,2022-3-13,ليبيا,26.8234472,18.1236723,1,MentionType.PRIMARY
México,2022-3-13,México,23.6585116,-102.0077097,1,MentionType.PRIMARY
Nepal,2022-3-13,Nepal,27.317388549999997,86.62579795887953,1,MentionType.PRIMARY
Бългaрия,2022-3-13,Бългaрия,42.6073975,25.4856617,1,MentionType.PRIMARY
België / Belgique / Belgien,2022-3-13,België / Belgique / Belgien,50.6402809,4.6667145,1,MentionType.PRIMARY
Slovensko,2022-3-13,Slovensko,48.7411522,19.4528646,1,MentionType.PRIMARY
العراق,2022-3-13,العراق,33.0955793,44.1749775,2,MentionType.PRIMARY
لبنان,2022-3-13,لبنان,33.8750629,35.843409,1,MentionType.PRIMARY
اليمن,2022-3-13,اليمن,16.3471243,47.8915271,1,MentionType.PRIMARY
Palestinian Territory,2022-3-13,Palestinian Territory,32.4618837,35.297566,1,MentionType.PRIMARY
Türkiye,2022-3-13,Türkiye,38.9597594,34.9249653,2,MentionType.PRIMARY
France,2022-3-13,France,46.603354,1.8883335,4,MentionType.PRIMARY
España,2022-3-13,España,39.3260685,-4.8379791,1,MentionType.PRIMARY
Ελλάς,2022-3-13,Ελλάς,38.9953683,21.9877132,1,MentionType.PRIMARY
Canada,2022-3-13,Canada,61.0666922,-107.991707,2,MentionType.PRIMARY
Black Sea,2022-3-13,Black Sea,43.87280435,33.99381558677739,3,MentionType.PRIMARY
Nederland,2022-3-13,Nederland,52.15517,5.38721,2,MentionType.PRIMARY
Česko,2022-3-13,Česko,49.8167003,15.4749544,1,MentionType.PRIMARY
日本,2022-3-13,日本,36.5748441,139.2394179,2,MentionType.PRIMARY
سوريا,2022-3-13,سوريا,34.6401861,39.0494106,2,MentionType.PRIMARY
中国,2022-3-13,中国,35.000074,104.999927,5,MentionType.PRIMARY
Kenya,2022-3-13,Kenya,1.4419683,38.4313975,2,MentionType.PRIMARY
ایران,2022-3-13,ایران,32.6475314,54.5643516,2,MentionType.PRIMARY
ישראל,2022-3-13,ישראל,31.5313113,34.8667654,3,MentionType.PRIMARY
Europe,2022-3-13,Europe,51.0,10.0,2,MentionType.PRIMARY
Polska,2022-3-13,Polska,52.215933,19.134422,5,MentionType.PRIMARY
臺灣,2022-3-13,臺灣,23.9739374,120.9820179,2,MentionType.PRIMARY
Беларусь,2022-3-13,Беларусь,53.4250605,27.6971358,3,MentionType.PRIMARY
Deutschland,2022-3-13,Deutschland,51.0834196,10.4234469,4,MentionType.PRIMARY
Pilipinas / Philippines,2022-3-13,Pilipinas / Philippines,12.7503486,122.7312101,2,MentionType.PRIMARY
România,2022-3-13,România,45.9852129,24.6859225,2,MentionType.PRIMARY
Россия,2022-3-13,Россия,64.6863136,97.7453061,16,MentionType.PRIMARY
Україна,2022-3-13,Україна,49.4871968,31.2718321,35,MentionType.PRIMARY
United Kingdom,2022-3-13,United Kingdom,54.7023545,-3.2765753,10,MentionType.PRIMARY
United States,2022-3-13,United States,39.7837304,-100.445882,24,MentionType.PRIMARY
Italia,2022-3-13,Italia,42.6384261,12.674297,4,MentionType.PRIMARY
대한민국,2022-3-14,대한민국,36.638392,127.6961188,2,MentionType.PRIMARY
North America,2022-3-14,North America,51.0000002,-109.0,1,MentionType.PRIMARY
Pacific Ocean,2022-3-14,Pacific Ocean,-0.703107,-120.9375,1,MentionType.PRIMARY
조선민주주의인민공화국,2022-3-14,조선민주주의인민공화국,40.3736611,127.0870417,1,MentionType.PRIMARY
Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب,2022-3-14,Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب,31.1728205,-7.3362482,1,MentionType.PRIMARY
Asia,2022-3-14,Asia,51.2086975,89.2343748,1,MentionType.PRIMARY
Moldova,2022-3-14,Moldova,47.2879608,28.5670941,1,MentionType.PRIMARY
Lietuva,2022-3-14,Lietuva,55.3500003,23.7499997,1,MentionType.PRIMARY
Danmark,2022-3-14,Danmark,55.670249,10.3333283,1,MentionType.PRIMARY
Österreich,2022-3-14,Österreich,47.59397,14.12456,1,MentionType.PRIMARY
Hrvatska,2022-3-14,Hrvatska,45.5643442,17.0118954,1,MentionType.PRIMARY
Portugal,2022-3-14,Portugal,40.0332629,-7.8896263,1,MentionType.PRIMARY
Sverige,2022-3-14,Sverige,59.6749712,14.5208584,1,MentionType.PRIMARY
South Africa,2022-3-14,South Africa,-28.8166236,24.991639,1,MentionType.PRIMARY
Slovenija,2022-3-14,Slovenija,45.8133113,14.4808369,1,MentionType.PRIMARY
Magyarország,2022-3-14,Magyarország,47.1817585,19.5060937,2,MentionType.PRIMARY
Česko,2022-3-14,Česko,49.8167003,15.4749544,2,MentionType.PRIMARY
Հայաստան,2022-3-14,Հայաստան,40.7696272,44.6736646,1,MentionType.PRIMARY
Қазақстан,2022-3-14,Қазақстан,47.2286086,65.2093197,2,MentionType.PRIMARY
Кыргызстан,2022-3-14,Кыргызстан,41.5089324,74.724091,1,MentionType.PRIMARY
سوريا,2022-3-14,سوريا,34.6401861,39.0494106,1,MentionType.PRIMARY
Italia,2022-3-14,Italia,42.6384261,12.674297,3,MentionType.PRIMARY
België / Belgique / Belgien,2022-3-14,België / Belgique / Belgien,50.6402809,4.6667145,3,MentionType.PRIMARY
Canada,2022-3-14,Canada,61.0666922,-107.991707,3,MentionType.PRIMARY
السعودية,2022-3-14,السعودية,25.6242618,42.3528328,1,MentionType.PRIMARY
الأردن,2022-3-14,الأردن,31.1667049,36.941628,2,MentionType.PRIMARY
Schweiz/Suisse/Svizzera/Svizra,2022-3-14,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736,1,MentionType.PRIMARY
Беларусь,2022-3-14,Беларусь,53.4250605,27.6971358,2,MentionType.PRIMARY
France,2022-3-14,France,46.603354,1.8883335,5,MentionType.PRIMARY
Việt Nam,2022-3-14,Việt Nam,13.2904027,108.4265113,1,MentionType.PRIMARY
Türkiye,2022-3-14,Türkiye,38.9597594,34.9249653,5,MentionType.PRIMARY
New Zealand / Aotearoa,2022-3-14,New Zealand / Aotearoa,-41.5000831,172.8344077,1,MentionType.PRIMARY
Éire / Ireland,2022-3-14,Éire / Ireland,52.865196,-7.9794599,3,MentionType.PRIMARY
日本,2022-3-14,日本,36.5748441,139.2394179,2,MentionType.PRIMARY
España,2022-3-14,España,39.3260685,-4.8379791,3,MentionType.PRIMARY
Venezuela,2022-3-14,Venezuela,8.0018709,-66.1109318,2,MentionType.PRIMARY
Burkina Faso,2022-3-14,Burkina Faso,12.0753083,-1.6880314,2,MentionType.PRIMARY
لبنان,2022-3-14,لبنان,33.8750629,35.843409,1,MentionType.PRIMARY
تونس,2022-3-14,تونس,33.8439408,9.400138,1,MentionType.PRIMARY
اليمن,2022-3-14,اليمن,16.3471243,47.8915271,1,MentionType.PRIMARY
México,2022-3-14,México,23.6585116,-102.0077097,1,MentionType.PRIMARY
قطر,2022-3-14,قطر,25.3336984,51.2295295,1,MentionType.PRIMARY
Eesti,2022-3-14,Eesti,58.7523778,25.3319078,2,MentionType.PRIMARY
India,2022-3-14,India,22.3511148,78.6677428,2,MentionType.PRIMARY
Бългaрия,2022-3-14,Бългaрия,42.6073975,25.4856617,3,MentionType.PRIMARY
Kenya,2022-3-14,Kenya,1.4419683,38.4313975,3,MentionType.PRIMARY
Ελλάς,2022-3-14,Ελλάς,38.9953683,21.9877132,1,MentionType.PRIMARY
Slovensko,2022-3-14,Slovensko,48.7411522,19.4528646,2,MentionType.PRIMARY
Polska,2022-3-14,Polska,52.215933,19.134422,5,MentionType.PRIMARY
Europe,2022-3-14,Europe,51.0,10.0,3,MentionType.PRIMARY
Nederland,2022-3-14,Nederland,52.15517,5.38721,3,MentionType.PRIMARY
中国,2022-3-14,中国,35.000074,104.999927,6,MentionType.PRIMARY
United Kingdom,2022-3-14,United Kingdom,54.7023545,-3.2765753,11,MentionType.PRIMARY
Россия,2022-3-14,Россия,64.6863136,97.7453061,12,MentionType.PRIMARY
ישראל,2022-3-14,ישראל,31.5313113,34.8667654,1,MentionType.PRIMARY
România,2022-3-14,România,45.9852129,24.6859225,2,MentionType.PRIMARY
Deutschland,2022-3-14,Deutschland,51.0834196,10.4234469,9,MentionType.PRIMARY
United States,2022-3-14,United States,39.7837304,-100.445882,24,MentionType.PRIMARY
Україна,2022-3-14,Україна,49.4871968,31.2718321,27,MentionType.PRIMARY
조선민주주의인민공화국,2022-3-22,조선민주주의인민공화국,40.3736611,127.0870417,1,MentionType.PRIMARY
Norge,2022-3-22,Norge,60.5000209,9.0999715,1,MentionType.PRIMARY
السعودية,2022-3-22,السعودية,25.6242618,42.3528328,1,MentionType.PRIMARY
Éire / Ireland,2022-3-22,Éire / Ireland,52.865196,-7.9794599,1,MentionType.PRIMARY
Azov Sea,2022-3-22,Azov Sea,46.196729,36.73570655151333,1,MentionType.PRIMARY
Sea Of Azov,2022-3-22,Sea Of Azov,46.196729,36.73570655151333,1,MentionType.PRIMARY
سوريا,2022-3-22,سوريا,34.6401861,39.0494106,1,MentionType.PRIMARY
Africa,2022-3-22,Africa,11.5024338,17.7578122,1,MentionType.PRIMARY
België / Belgique / Belgien,2022-3-22,België / Belgique / Belgien,50.6402809,4.6667145,3,MentionType.PRIMARY
Colombia,2022-3-22,Colombia,4.099917,-72.9088133,1,MentionType.PRIMARY
Portugal,2022-3-22,Portugal,40.0332629,-7.8896263,2,MentionType.PRIMARY
Sverige,2022-3-22,Sverige,59.6749712,14.5208584,1,MentionType.PRIMARY
Nigeria,2022-3-22,Nigeria,9.6000359,7.9999721,1,MentionType.PRIMARY
Magyarország,2022-3-22,Magyarország,47.1817585,19.5060937,1,MentionType.PRIMARY
România,2022-3-22,România,45.9852129,24.6859225,1,MentionType.PRIMARY
Slovensko,2022-3-22,Slovensko,48.7411522,19.4528646,1,MentionType.PRIMARY
