Country,Date,Label,Latitude,Longitude,Count,Type
Canada,2022-3-22,Canada,61.0666922,-107.991707,2,MentionType.PRIMARY
قطر,2022-3-22,قطر,25.3336984,51.2295295,1,MentionType.PRIMARY
Česko,2022-3-22,Česko,49.8167003,15.4749544,2,MentionType.PRIMARY
Baltic Sea,2022-3-22,Baltic Sea,56.0,18.0,1,MentionType.PRIMARY
Asia,2022-3-22,Asia,51.2086975,89.2343748,1,MentionType.PRIMARY
日本,2022-3-22,日本,36.5748441,139.2394179,2,MentionType.PRIMARY
پاکستان,2022-3-22,پاکستان,30.3308401,71.247499,1,MentionType.PRIMARY
Indonesia,2022-3-22,Indonesia,-2.4833826,117.8902853,3,MentionType.PRIMARY
Kenya,2022-3-22,Kenya,1.4419683,38.4313975,2,MentionType.PRIMARY
Việt Nam,2022-3-22,Việt Nam,13.2904027,108.4265113,2,MentionType.PRIMARY
Lëtzebuerg,2022-3-22,Lëtzebuerg,49.8158683,6.1296751,1,MentionType.PRIMARY
ישראל,2022-3-22,ישראל,31.5313113,34.8667654,1,MentionType.PRIMARY
Brasil,2022-3-22,Brasil,-10.3333333,-53.2,3,MentionType.PRIMARY
تونس,2022-3-22,تونس,33.8439408,9.400138,1,MentionType.PRIMARY
اليمن,2022-3-22,اليمن,16.3471243,47.8915271,1,MentionType.PRIMARY
Ecuador,2022-3-22,Ecuador,-1.3397668,-79.3666965,1,MentionType.PRIMARY
臺灣,2022-3-22,臺灣,23.9739374,120.9820179,1,MentionType.PRIMARY
Europe,2022-3-22,Europe,51.0,10.0,3,MentionType.PRIMARY
Türkiye,2022-3-22,Türkiye,38.9597594,34.9249653,1,MentionType.PRIMARY
Australia,2022-3-22,Australia,-24.7761086,134.755,2,MentionType.PRIMARY
Беларусь,2022-3-22,Беларусь,53.4250605,27.6971358,4,MentionType.PRIMARY
Polska,2022-3-22,Polska,52.215933,19.134422,5,MentionType.PRIMARY
France,2022-3-22,France,46.603354,1.8883335,7,MentionType.PRIMARY
Deutschland,2022-3-22,Deutschland,51.0834196,10.4234469,4,MentionType.PRIMARY
Madagasikara,2022-3-22,Madagasikara,-18.9249604,46.4416422,1,MentionType.PRIMARY
Бългaрия,2022-3-22,Бългaрия,42.6073975,25.4856617,2,MentionType.PRIMARY
中国,2022-3-22,中国,35.000074,104.999927,5,MentionType.PRIMARY
Россия,2022-3-22,Россия,64.6863136,97.7453061,8,MentionType.PRIMARY
ایران,2022-3-22,ایران,32.6475314,54.5643516,1,MentionType.PRIMARY
افغانستان,2022-3-22,افغانستان,33.7680065,66.2385139,1,MentionType.PRIMARY
Black Sea,2022-3-22,Black Sea,43.87280435,33.99381558677739,3,MentionType.PRIMARY
United Kingdom,2022-3-22,United Kingdom,54.7023545,-3.2765753,9,MentionType.PRIMARY
Italia,2022-3-22,Italia,42.6384261,12.674297,6,MentionType.PRIMARY
Україна,2022-3-22,Україна,49.4871968,31.2718321,29,MentionType.PRIMARY
United States,2022-3-22,United States,39.7837304,-100.445882,22,MentionType.PRIMARY
México,2022-3-22,México,23.6585116,-102.0077097,1,MentionType.PRIMARY
Uganda,2022-3-25,Uganda,1.5333554,32.2166578,1,MentionType.PRIMARY
Africa,2022-3-25,Africa,11.5024338,17.7578122,1,MentionType.PRIMARY
Magyarország,2022-3-25,Magyarország,47.1817585,19.5060937,1,MentionType.PRIMARY
Sea Of Azov,2022-3-25,Sea Of Azov,46.196729,36.73570655151333,1,MentionType.PRIMARY
Suomi / Finland,2022-3-25,Suomi / Finland,63.2467777,25.9209164,2,MentionType.PRIMARY
Schweiz/Suisse/Svizzera/Svizra,2022-3-25,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736,1,MentionType.PRIMARY
中国,2022-3-25,中国,35.000074,104.999927,3,MentionType.PRIMARY
Norge,2022-3-25,Norge,60.5000209,9.0999715,1,MentionType.PRIMARY
ישראל,2022-3-25,ישראל,31.5313113,34.8667654,1,MentionType.PRIMARY
France,2022-3-25,France,46.603354,1.8883335,3,MentionType.PRIMARY
ایران,2022-3-25,ایران,32.6475314,54.5643516,1,MentionType.PRIMARY
Česko,2022-3-25,Česko,49.8167003,15.4749544,2,MentionType.PRIMARY
Portugal,2022-3-25,Portugal,40.0332629,-7.8896263,2,MentionType.PRIMARY
Кыргызстан,2022-3-25,Кыргызстан,41.5089324,74.724091,1,MentionType.PRIMARY
România,2022-3-25,România,45.9852129,24.6859225,1,MentionType.PRIMARY
قطر,2022-3-25,قطر,25.3336984,51.2295295,2,MentionType.PRIMARY
Slovensko,2022-3-25,Slovensko,48.7411522,19.4528646,1,MentionType.PRIMARY
Ελλάς,2022-3-25,Ελλάς,38.9953683,21.9877132,2,MentionType.PRIMARY
تونس,2022-3-25,تونس,33.8439408,9.400138,1,MentionType.PRIMARY
México,2022-3-25,México,23.6585116,-102.0077097,3,MentionType.PRIMARY
臺灣,2022-3-25,臺灣,23.9739374,120.9820179,1,MentionType.PRIMARY
Chile,2022-3-25,Chile,-31.7613365,-71.3187697,1,MentionType.PRIMARY
België / Belgique / Belgien,2022-3-25,België / Belgique / Belgien,50.6402809,4.6667145,5,MentionType.PRIMARY
Deutschland,2022-3-25,Deutschland,51.0834196,10.4234469,6,MentionType.PRIMARY
Россия,2022-3-25,Россия,64.6863136,97.7453061,12,MentionType.PRIMARY
Kenya,2022-3-25,Kenya,1.4419683,38.4313975,3,MentionType.PRIMARY
سوريا,2022-3-25,سوريا,34.6401861,39.0494106,2,MentionType.PRIMARY
Türkiye,2022-3-25,Türkiye,38.9597594,34.9249653,3,MentionType.PRIMARY
Europe,2022-3-25,Europe,51.0,10.0,3,MentionType.PRIMARY
Black Sea,2022-3-25,Black Sea,43.87280435,33.99381558677739,4,MentionType.PRIMARY
日本,2022-3-25,日本,36.5748441,139.2394179,6,MentionType.PRIMARY
Беларусь,2022-3-25,Беларусь,53.4250605,27.6971358,2,MentionType.PRIMARY
Indonesia,2022-3-25,Indonesia,-2.4833826,117.8902853,1,MentionType.PRIMARY
United Kingdom,2022-3-25,United Kingdom,54.7023545,-3.2765753,10,MentionType.PRIMARY
Україна,2022-3-25,Україна,49.4871968,31.2718321,20,MentionType.PRIMARY
Nederland,2022-3-25,Nederland,52.15517,5.38721,1,MentionType.PRIMARY
United States,2022-3-25,United States,39.7837304,-100.445882,29,MentionType.PRIMARY
Polska,2022-3-25,Polska,52.215933,19.134422,10,MentionType.PRIMARY
