Country,Date,Label,Latitude,Longitude,Count,Type
Ukraine,2022-3-03,Україна,49.4871968,31.2718321,1,MentionType.SECONDARY
Ukraine,2022-3-03,Запоріжжя, Запорізька міська громада, Запорізький район, Запорізька область, 69037, Україна,47.8507859,35.1182867,1,MentionType.SECONDARY
Ukraine,2022-3-03,Чорнобиль, Вишгородський район, Київська область, 07270, Україна,51.2705477,30.2195609,1,MentionType.SECONDARY
Ukraine,2022-3-03,Національний музей "Тюрма на Лонцького", Карла Брюллова вулиця, Цитадель, Софіївка, Галицький район, Львів, Львівська міська громада, Львівський район, Львівська область, 79012, Україна,49.8344815,24.0186798,1,MentionType.SECONDARY
Ukraine,2022-3-03,Чернігівська область, Україна,51.272593,31.7417235,1,MentionType.SECONDARY
Ukraine,2022-3-03,Енергоатом, Жилянська вулиця, Євбаз, Шевченківський район, Київ, 01032, Україна,50.4411258,30.4972454,1,MentionType.SECONDARY
Ukraine,2022-3-03,Київ, Україна,50.4500336,30.5241361,1,MentionType.SECONDARY
Ukraine,2022-3-03,Музей дважды Героя Советского Союза Амет-Хана Султана, 22, Ялтинская улица, Дом-музей Амет-Хана Султана, Алупка, городской округ Ялта, Автономна Республіка Крим, 298676, Україна,44.423953,34.0547074,1,MentionType.SECONDARY
Ukraine,2022-3-04,Україна,49.4871968,31.2718321,1,MentionType.SECONDARY
Ukraine,2022-3-04,Енергоатом, Жилянська вулиця, Євбаз, Шевченківський район, Київ, 01032, Україна,50.4411258,30.4972454,1,MentionType.SECONDARY
Ukraine,2022-3-04,The best, 32, Богоявленський проспект, Південний Турбінний Завод, Інгульський район, Миколаїв, Миколаївська міська громада, Миколаївський район, Миколаївська область, 54000-54490, Україна,46.9423408,32.0382517,1,MentionType.SECONDARY
Ukraine,2022-3-04,Музей дважды Героя Советского Союза Амет-Хана Султана, 22, Ялтинская улица, Дом-музей Амет-Хана Султана, Алупка, городской округ Ялта, Автономна Республіка Крим, 298676, Україна,44.423953,34.0547074,1,MentionType.SECONDARY
Ukraine,2022-3-04,Ірпінь, Ірпінська міська громада, Бучанський район, Київська область, 08200-08289, Україна,50.5206777,30.2448725,1,MentionType.SECONDARY
Ukraine,2022-3-04,Чорнобиль, Вишгородський район, Київська область, 07270, Україна,51.2705477,30.2195609,1,MentionType.SECONDARY
Ukraine,2022-3-05,Україна,49.4871968,31.2718321,1,MentionType.SECONDARY
Ukraine,2022-3-05,Київ, Україна,50.4500336,30.5241361,1,MentionType.SECONDARY
Ukraine,2022-3-05,Енергоатом, Жилянська вулиця, Євбаз, Шевченківський район, Київ, 01032, Україна,50.4411258,30.4972454,1,MentionType.SECONDARY
Ukraine,2022-3-05,Чорнобиль, Вишгородський район, Київська область, 07270, Україна,51.2705477,30.2195609,1,MentionType.SECONDARY
Ukraine,2022-3-05,Луганська область, Україна,49.2724587,38.9150477,1,MentionType.SECONDARY
Ukraine,2022-3-05,Волноваха, Волноваська міська громада, Волноваський район, Донецька область, 85700-85706, Україна,47.5984285,37.4998511,1,MentionType.SECONDARY
Ukraine,2022-3-05,Ірпінь, Ірпінська міська громада, Бучанський район, Київська область, 08200-08289, Україна,50.5206777,30.2448725,1,MentionType.SECONDARY
Ukraine,2022-3-02,Україна,49.4871968,31.2718321,1,MentionType.SECONDARY
Ukraine,2022-3-02,Львів, Львівська міська громада, Львівський район, Львівська область, 79000, Україна,49.841952,24.0315921,1,MentionType.SECONDARY
Ukraine,2022-3-02,Музей дважды Героя Советского Союза Амет-Хана Султана, 22, Ялтинская улица, Дом-музей Амет-Хана Султана, Алупка, городской округ Ялта, Автономна Республіка Крим, 298676, Україна,44.423953,34.0547074,1,MentionType.SECONDARY
Ukraine,2022-3-02,Харків, Харківська міська громада, Харківський район, Харківська область, Україна,49.9923181,36.2310146,1,MentionType.SECONDARY
Ukraine,2022-3-02,Луганська область, Україна,49.2724587,38.9150477,1,MentionType.SECONDARY
Ukraine,2022-3-02,Київ, Україна,50.4500336,30.5241361,1,MentionType.SECONDARY
Ukraine,2022-3-20,Україна,49.4871968,31.2718321,1,MentionType.SECONDARY
Ukraine,2022-3-20,Кам’янець-Подільський, Кам'янець-Подільська міська громада, Кам’янець-Подільський район, Хмельницька область, 32300-32315, Україна,48.6784597,26.5852225,1,MentionType.SECONDARY
Ukraine,2022-3-20,Київ, Україна,50.4500336,30.5241361,1,MentionType.SECONDARY
Ukraine,2022-3-20,Подільський район, Київ, Україна,50.4895574,30.42850354868418,1,MentionType.SECONDARY
Ukraine,2022-3-20,Чорнобиль, Вишгородський район, Київська область, 07270, Україна,51.2705477,30.2195609,1,MentionType.SECONDARY
Ukraine,2022-3-20,Львів, Львівська міська громада, Львівський район, Львівська область, 79000, Україна,49.841952,24.0315921,1,MentionType.SECONDARY
Ukraine,2022-3-20,Вовчанськ, Вовчанська міська громада, Чугуївський район, Харківська область, 62500-62503, Україна,50.2928843,36.9370028,1,MentionType.SECONDARY
